model,channel,edge_row,C,P,S,anchor_family,other_training_family_count,baseline_predicted_P,baseline_rank_true_P,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_anchor_count,offset_predicted_P,offset_rank_true_P,true_P_offset_top1,true_P_offset_top5,true_P_offset_top10,rank_change,top1_rescued,top1_lost,true_anchor_rank,baseline_cosine,adjusted_cosine,residual_improvement_over_raw_cosine
qwen3_0.6b_1024d,cn_def,1581,締,帝,糸,ROOT-5E1D,97,連,584,0,0,0,1053,連,482,0,0,0,102,0,0,482,0.4434595,0.4557701647281647,0.012310653924942
qwen3_0.6b_1024d,cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,節,773,0,0,0,1053,肩,688,0,0,0,85,0,0,688,0.39772642,0.4374494552612304,0.0397230386734008
qwen3_0.6b_1024d,cn_def,1583,諦,帝,言,ROOT-5E1D,95,侖,268,0,0,0,1053,侖,102,0,0,0,166,0,0,102,0.48475066,0.5243735909461975,0.0396229326725006
qwen3_0.6b_1024d,cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,尾,622,0,0,0,1053,尾,397,0,0,0,225,0,0,397,0.38178074,0.4382199645042419,0.0564392209053039
qwen3_0.6b_1024d,cn_def,2028,欄,闌,木,ROOT-67EC,139,畜,75,0,0,0,1053,畜,616,0,0,0,-541,0,0,616,0.5071701,0.3864223062992096,-0.1207477748394012
qwen3_0.6b_1024d,cn_def,2029,瀾,闌,氵,ROOT-67EC,185,舟,150,0,0,0,1053,敞,145,0,0,0,5,0,0,145,0.53244054,0.5533897876739502,0.0209492444992065
qwen3_0.6b_1024d,cn_def,2030,爛,闌,火,ROOT-67EC,34,艮,630,0,0,0,1053,艮,688,0,0,0,-58,0,0,688,0.3918482,0.385109543800354,-0.0067386627197265
qwen3_0.6b_1024d,cn_def,2031,蘭,闌,艹,ROOT-67EC,150,蘭,173,0,0,0,1053,蘭,428,0,0,0,-255,0,0,428,0.38335398,0.4117533564567566,0.0283993780612945
qwen3_0.6b_1024d,cn_def,2305,倩,青,亻,ROOT-9752,126,冀,538,0,0,0,1053,冀,568,0,0,0,-30,0,0,568,0.37091076,0.3610932230949402,-0.0098175406455993
qwen3_0.6b_1024d,cn_def,2306,情,青,忄,ROOT-9752,79,意,890,0,0,0,1053,度,930,0,0,0,-40,0,0,930,0.32535517,0.3172535896301269,-0.0081015825271606
qwen3_0.6b_1024d,cn_def,2307,晴,青,日,ROOT-9752,42,景,406,0,0,0,1053,天,449,0,0,0,-43,0,0,449,0.44122717,0.46890389919281,0.0276767313480377
qwen3_0.6b_1024d,cn_def,2308,猜,青,犭,ROOT-9752,27,意,858,0,0,0,1053,慮,918,0,0,0,-60,0,0,918,0.3788889,0.3324858844280243,-0.046403020620346
qwen3_0.6b_1024d,cn_def,2309,睛,青,目,ROOT-9752,31,采,816,0,0,0,1053,聿,850,0,0,0,-34,0,0,850,0.35278296,0.4341051876544952,0.0813222229480743
qwen3_0.6b_1024d,cn_def,2310,精,青,米,ROOT-9752,16,廣,160,0,0,0,1053,廣,172,0,0,0,-12,0,0,172,0.5005451,0.4950687885284424,-0.0054762959480285
qwen3_0.6b_1024d,cn_def,2311,菁,青,艹,ROOT-9752,150,周,197,0,0,0,1053,周,808,0,0,0,-611,0,0,808,0.49234998,0.3293120563030243,-0.1630379259586334
qwen3_0.6b_1024d,cn_def,2312,蜻,青,虫,ROOT-9752,76,龜,718,0,0,0,1053,貌,870,0,0,0,-152,0,0,870,0.3448743,0.4131057262420654,0.0682314336299896
qwen3_0.6b_1024d,cn_def,2313,請,青,言,ROOT-9752,95,后,691,0,0,0,1053,后,594,0,0,0,97,0,0,594,0.37014592,0.3728641271591186,0.0027182102203369
qwen3_0.6b_1024d,cn_def,2314,靖,青,立,ROOT-9752,3,寧,317,0,0,0,1053,寧,343,0,0,0,-26,0,0,343,0.45074296,0.3637898564338684,-0.0869531035423278
qwen3_0.6b_1024d,cn_def,2315,靚,青,見,ROOT-9752,3,旖,328,0,0,0,1053,旖,372,0,0,0,-44,0,0,372,0.47352868,0.4339669346809387,-0.0395617485046386
qwen3_0.6b_1024d,cn_def,2317,鯖,青,魚,ROOT-9752,19,魚,276,0,0,0,1053,完,231,0,0,0,45,0,0,231,0.3473009,0.4231555163860321,0.0758546292781829
qwen3_0.6b_1024d,cn_def,2725,涂,余,氵,ROOT-4F59,185,涂,832,0,0,0,1053,涂,681,0,0,0,151,0,0,681,0.31443667,0.3295171558856964,0.0150804817676544
qwen3_0.6b_1024d,cn_def,2726,徐,余,彳,ROOT-4F59,13,冉,672,0,0,0,1053,冉,634,0,0,0,38,0,0,634,0.46118736,0.4613605141639709,0.0001731514930725
qwen3_0.6b_1024d,cn_def,2727,斜,余,斗,ROOT-4F59,4,仄,559,0,0,0,1053,仄,670,0,0,0,-111,0,0,670,0.472997,0.4115698933601379,-0.0614271163940429
qwen3_0.6b_1024d,cn_def,2729,畬,余,田,ROOT-4F59,9,田,402,0,0,0,1053,頃,331,0,0,0,71,0,0,331,0.36475366,0.3865567445755005,0.021803081035614
qwen3_0.6b_1024d,cn_def,2730,荼,余,艹,ROOT-4F59,150,瓠,831,0,0,0,1053,本,734,0,0,0,97,0,0,734,0.2709627,0.3663785457611084,0.095415860414505
qwen3_0.6b_1024d,cn_def,2731,蜍,余,虫,ROOT-4F59,76,匍,808,0,0,0,1053,阜,804,0,0,0,4,0,0,804,0.32712156,0.3965389132499695,0.0694173574447631
qwen3_0.6b_1024d,cn_def,2732,途,余,辶,ROOT-4F59,51,路,779,0,0,0,1053,路,811,0,0,0,-32,0,0,811,0.3907681,0.4178138375282287,0.027045726776123
qwen3_0.6b_1024d,cn_def,2733,除,余,阝,ROOT-4F59,47,除,622,0,0,0,1053,除,443,0,0,0,179,0,0,443,0.38984028,0.4249918758869171,0.0351516008377075
qwen3_0.6b_1024d,cn_def,2734,餘,余,飠,ROOT-4F59,21,曼,819,0,0,0,1053,曼,535,0,0,0,284,0,0,535,0.3649528,0.3917129933834076,0.0267601907253265
qwen3_0.6b_1024d,cn_def,2919,娠,辰,女,ROOT-8FB0,68,育,522,0,0,0,1053,育,623,0,0,0,-101,0,0,623,0.43555957,0.4253141582012176,-0.0102454125881195
qwen3_0.6b_1024d,cn_def,2920,宸,辰,宀,ROOT-8FB0,19,屋,429,0,0,0,1053,屋,164,0,0,0,265,0,0,164,0.42615426,0.4591546952724457,0.0330004394054412
qwen3_0.6b_1024d,cn_def,2921,振,辰,扌,ROOT-8FB0,138,拾,827,0,0,0,1053,示,763,0,0,0,64,0,0,763,0.4030621,0.4422355592250824,0.0391734540462493
qwen3_0.6b_1024d,cn_def,2922,晨,辰,日,ROOT-8FB0,42,晨,608,0,0,0,1053,晨,670,0,0,0,-62,0,0,670,0.34914035,0.3824848234653473,0.0333444774150848
qwen3_0.6b_1024d,cn_def,2923,脣,辰,肉,ROOT-8FB0,69,脣,656,0,0,0,1053,脣,656,0,0,0,0,0,0,656,0.3591734,0.395081877708435,0.0359084904193878
qwen3_0.6b_1024d,cn_def,2924,蜃,辰,虫,ROOT-8FB0,76,弘,829,0,0,0,1053,弘,836,0,0,0,-7,0,0,836,0.33024198,0.344754159450531,0.0145121812820434
qwen3_0.6b_1024d,cn_def,2925,賑,辰,貝,ROOT-8FB0,28,致,927,0,0,0,1053,養,881,0,0,0,46,0,0,881,0.35166395,0.3924489617347717,0.040785014629364
qwen3_0.6b_1024d,cn_def,2926,震,辰,雨,ROOT-8FB0,21,發,805,0,0,0,1053,打,653,0,0,0,152,0,0,653,0.4013431,0.4562826156616211,0.0549395084381103
qwen3_0.6b_1024d,cn_def,3158,掂,店,扌,ROOT-5360,138,量,180,0,0,0,1053,量,166,0,0,0,14,0,0,166,0.49263453,0.5100268125534058,0.0173922777175903
qwen3_0.6b_1024d,cn_def,3159,惦,店,忄,ROOT-5360,79,念,253,0,0,0,1053,念,132,0,0,0,121,0,0,132,0.48005384,0.5203284025192261,0.0402745604515075
qwen3_0.6b_1024d,en_def_translated_cn_def,31,儐,賓,亻,ROOT-219CD,126,王,24,0,0,0,1053,王,26,0,0,0,-2,0,0,26,0.5665772,0.575992226600647,0.0094150304794311
qwen3_0.6b_1024d,en_def_translated_cn_def,32,嬪,賓,女,ROOT-219CD,68,后,434,0,0,0,1053,后,385,0,0,0,49,0,0,385,0.4126217,0.4454050958156585,0.0327833890914917
qwen3_0.6b_1024d,en_def_translated_cn_def,33,擯,賓,扌,ROOT-219CD,138,別,307,0,0,0,1053,別,114,0,0,0,193,0,0,114,0.5195862,0.5466804504394531,0.0270942449569702
qwen3_0.6b_1024d,en_def_translated_cn_def,34,檳,賓,木,ROOT-219CD,139,葛,939,0,0,0,1053,華,888,0,0,0,51,0,0,888,0.2526217,0.3220651745796203,0.0694434642791748
qwen3_0.6b_1024d,en_def_translated_cn_def,35,殯,賓,歹,ROOT-219CD,10,尸,597,0,0,0,1053,尸,236,0,0,0,361,0,0,236,0.3473265,0.3654044866561889,0.0180779993534088
qwen3_0.6b_1024d,en_def_translated_cn_def,36,濱,賓,氵,ROOT-219CD,185,浦,632,0,0,0,1053,浦,501,0,0,0,131,0,0,501,0.42439795,0.4766203761100769,0.0522224307060241
qwen3_0.6b_1024d,en_def_translated_cn_def,37,繽,賓,糸,ROOT-219CD,97,昌,851,0,0,0,1053,昌,598,0,0,0,253,0,0,598,0.4165449,0.4936383366584778,0.0770934224128723
qwen3_0.6b_1024d,en_def_translated_cn_def,38,鬢,賓,髟,ROOT-219CD,10,眉,912,0,0,0,1053,眉,803,0,0,0,109,0,0,803,0.3491767,0.4190786778926849,0.0699019730091095
qwen3_0.6b_1024d,en_def_translated_cn_def,252,刻,亥,刂,ROOT-4EA5,19,屈,394,0,0,0,1053,矢,163,0,0,0,231,0,0,163,0.48289028,0.5364922285079956,0.0536019504070282
qwen3_0.6b_1024d,en_def_translated_cn_def,253,劾,亥,力,ROOT-4EA5,15,制,576,0,0,0,1053,制,430,0,0,0,146,0,0,430,0.45302862,0.4668392539024353,0.0138106346130371
qwen3_0.6b_1024d,en_def_translated_cn_def,254,咳,亥,口,ROOT-4EA5,113,雷,649,0,0,0,1053,息,390,0,0,0,259,0,0,390,0.28728968,0.3327251374721527,0.0454354584217071
qwen3_0.6b_1024d,en_def_translated_cn_def,255,垓,亥,土,ROOT-4EA5,65,蕭,352,0,0,0,1053,蕭,352,0,0,0,0,0,0,352,0.48720443,0.4958827197551727,0.0086782872676849
qwen3_0.6b_1024d,en_def_translated_cn_def,256,孩,亥,子,ROOT-4EA5,5,幼,593,0,0,0,1053,丸,763,0,0,0,-170,0,0,763,0.3747704,0.3825819194316864,0.0078115165233612
qwen3_0.6b_1024d,en_def_translated_cn_def,257,核,亥,木,ROOT-4EA5,139,果,345,0,0,0,1053,米,671,0,0,0,-326,0,0,671,0.42795613,0.4270227551460266,-0.0009333789348602
qwen3_0.6b_1024d,en_def_translated_cn_def,258,欬,亥,欠,ROOT-4EA5,13,臭,660,0,0,0,1053,臭,642,0,0,0,18,0,0,642,0.43606824,0.4270229935646057,-0.0090452432632446
qwen3_0.6b_1024d,en_def_translated_cn_def,259,該,亥,言,ROOT-4EA5,95,宜,545,0,0,0,1053,宜,387,0,0,0,158,0,0,387,0.5041292,0.5312204957008362,0.0270913243293762
qwen3_0.6b_1024d,en_def_translated_cn_def,260,閡,亥,門,ROOT-4EA5,19,絕,659,0,0,0,1053,絕,455,0,0,0,204,0,0,455,0.45849106,0.4873829483985901,0.0288918912410736
qwen3_0.6b_1024d,en_def_translated_cn_def,261,頦,亥,頁,ROOT-4EA5,27,領,550,0,0,0,1053,戎,550,0,0,0,0,0,0,550,0.4966882,0.5025850534439087,0.0058968663215637
qwen3_0.6b_1024d,en_def_translated_cn_def,262,駭,亥,馬,ROOT-4EA5,34,迷,725,0,0,0,1053,迷,602,0,0,0,123,0,0,602,0.39601707,0.4338148236274719,0.0377977490425109
qwen3_0.6b_1024d,en_def_translated_cn_def,263,骸,亥,骨,ROOT-4EA5,5,脊,502,0,0,0,1053,品,422,0,0,0,80,0,0,422,0.4613846,0.5479097366333008,0.0865251421928405
qwen3_0.6b_1024d,en_def_translated_cn_def,398,完,元,宀,ROOT-5143,19,完,130,0,0,0,1053,完,55,0,0,0,75,0,0,55,0.5889115,0.600629448890686,0.0117179751396179
qwen3_0.6b_1024d,en_def_translated_cn_def,404,沅,元,氵,ROOT-5143,185,贛,93,0,0,0,1053,洛,55,0,0,0,38,0,0,55,0.55354667,0.5910258293151855,0.0374791622161865
qwen3_0.6b_1024d,en_def_translated_cn_def,405,玩,元,王,ROOT-5143,44,敖,158,0,0,0,1053,敖,171,0,0,0,-13,0,0,171,0.5336684,0.5252623558044434,-0.0084060430526733
qwen3_0.6b_1024d,en_def_translated_cn_def,407,阮,元,阝,ROOT-5143,47,袁,167,0,0,0,1053,過,158,0,0,0,9,0,0,158,0.50706947,0.5371622443199158,0.0300927758216857
qwen3_0.6b_1024d,en_def_translated_cn_def,408,頑,元,頁,ROOT-5143,27,固,398,0,0,0,1053,固,599,0,0,0,-201,0,0,599,0.47728533,0.414319097995758,-0.0629662275314331
qwen3_0.6b_1024d,en_def_translated_cn_def,433,偈,曷,亻,ROOT-5303,126,闌,1033,0,0,0,1053,闌,1031,0,0,0,2,0,0,1031,0.2740401,0.2763100266456604,0.0022699236869812
qwen3_0.6b_1024d,en_def_translated_cn_def,434,喝,曷,口,ROOT-5303,113,舀,1012,0,0,0,1053,舀,996,0,0,0,16,0,0,996,0.23784432,0.2576095163822174,0.0197651982307434
qwen3_0.6b_1024d,en_def_translated_cn_def,435,愒,曷,忄,ROOT-5303,79,忌,1027,0,0,0,1053,思,1017,0,0,0,10,0,0,1017,0.27555528,0.3060963749885559,0.0305410921573638
qwen3_0.6b_1024d,en_def_translated_cn_def,436,揭,曷,扌,ROOT-5303,138,畜,1000,0,0,0,1053,顛,975,0,0,0,25,0,0,975,0.343791,0.3929537832736969,0.0491627752780914
qwen3_0.6b_1024d,en_def_translated_cn_def,437,歇,曷,欠,ROOT-5303,13,歇,1008,0,0,0,1053,歇,1007,0,0,0,1,0,0,1007,0.30772594,0.3009940981864929,-0.0067318379878997
qwen3_0.6b_1024d,en_def_translated_cn_def,439,渴,曷,氵,ROOT-5303,185,需,1011,0,0,0,1053,需,995,0,0,0,16,0,0,995,0.29802895,0.3348190784454345,0.036790132522583
qwen3_0.6b_1024d,en_def_translated_cn_def,440,碣,曷,石,ROOT-5303,38,札,592,0,0,0,1053,郎,760,0,0,0,-168,0,0,760,0.41842335,0.4274775683879852,0.0090542137622833
qwen3_0.6b_1024d,en_def_translated_cn_def,441,竭,曷,立,ROOT-5303,3,匱,994,0,0,0,1053,匱,894,0,0,0,100,0,0,894,0.26410177,0.2450750470161438,-0.0190267264842987
qwen3_0.6b_1024d,en_def_translated_cn_def,443,葛,曷,艹,ROOT-5303,150,葛,909,0,0,0,1053,葛,972,0,0,0,-63,0,0,972,0.21947508,0.2743235826492309,0.0548485070466995
qwen3_0.6b_1024d,en_def_translated_cn_def,444,褐,曷,衤,ROOT-5303,33,布,1003,0,0,0,1053,卑,1002,0,0,0,1,0,0,1002,0.3029768,0.3496530652046203,0.0466762781143188
qwen3_0.6b_1024d,en_def_translated_cn_def,445,謁,曷,言,ROOT-5303,95,謁,629,0,0,0,1053,謁,598,0,0,0,31,0,0,598,0.42903954,0.4354667663574219,0.0064272284507751
qwen3_0.6b_1024d,en_def_translated_cn_def,448,遏,曷,辶,ROOT-5303,51,寧,1006,0,0,0,1053,寧,988,0,0,0,18,0,0,988,0.29943377,0.3490112721920013,0.0495775043964386
qwen3_0.6b_1024d,en_def_translated_cn_def,1158,佳,圭,亻,ROOT-572D,126,卓,902,0,0,0,1053,卓,915,0,0,0,-13,0,0,915,0.3451115,0.3360805213451385,-0.0090309679508209
qwen3_0.6b_1024d,en_def_translated_cn_def,1162,哇,圭,口,ROOT-572D,113,於,1035,0,0,0,1053,於,1019,0,0,0,16,0,0,1019,0.26371312,0.3166728317737579,0.0529597103595733
qwen3_0.6b_1024d,en_def_translated_cn_def,1163,奎,圭,大,ROOT-572D,3,婁,49,0,0,0,1053,婁,20,0,0,0,29,0,0,20,0.35244185,0.3857555985450744,0.0333137512207031
qwen3_0.6b_1024d,en_def_translated_cn_def,1164,娃,圭,女,ROOT-572D,68,幼,965,0,0,0,1053,幼,977,0,0,0,-12,0,0,977,0.24716108,0.2341026812791824,-0.0130583941936492
qwen3_0.6b_1024d,en_def_translated_cn_def,1165,恚,圭,心,ROOT-572D,43,尤,982,0,0,0,1053,尤,925,0,0,0,57,0,0,925,0.30749238,0.3854823112487793,0.0779899358749389
qwen3_0.6b_1024d,en_def_translated_cn_def,1166,桂,圭,木,ROOT-572D,139,杏,490,0,0,0,1053,杏,880,0,0,0,-390,0,0,880,0.1928019,0.2054619044065475,0.0126600116491317
qwen3_0.6b_1024d,en_def_translated_cn_def,1167,珪,圭,王,ROOT-572D,44,斌,886,0,0,0,1053,斌,1026,0,0,0,-140,0,0,1026,0.30972946,0.213991492986679,-0.0957379639148712
qwen3_0.6b_1024d,en_def_translated_cn_def,1168,畦,圭,田,ROOT-572D,9,荒,957,0,0,0,1053,華,976,0,0,0,-19,0,0,976,0.25304782,0.2795860767364502,0.0265382528305053
qwen3_0.6b_1024d,en_def_translated_cn_def,1169,蛙,圭,虫,ROOT-572D,76,魚,920,0,0,0,1053,魚,853,0,0,0,67,0,0,853,0.33982643,0.4414235949516296,0.1015971601009368
qwen3_0.6b_1024d,en_def_translated_cn_def,1170,街,圭,行,ROOT-572D,4,閻,974,0,0,0,1053,朮,1048,0,0,0,-74,0,0,1048,0.2646088,0.0963023379445076,-0.1683064624667167
qwen3_0.6b_1024d,en_def_translated_cn_def,1171,閨,圭,門,ROOT-572D,19,宅,536,0,0,0,1053,宅,462,0,0,0,74,0,0,462,0.4085636,0.4131859540939331,0.0046223402023315
qwen3_0.6b_1024d,en_def_translated_cn_def,1172,鞋,圭,革,ROOT-572D,12,走,577,0,0,0,1053,走,1009,0,0,0,-432,0,0,1009,0.36215436,0.2495100498199463,-0.1126443147659301
qwen3_0.6b_1024d,en_def_translated_cn_def,1176,僥,堯,亻,ROOT-582F,126,幸,779,0,0,0,1053,幸,805,0,0,0,-26,0,0,805,0.40026665,0.3965495526790619,-0.0037170946598052
qwen3_0.6b_1024d,en_def_translated_cn_def,1177,嬈,堯,女,ROOT-582F,68,旖,120,0,0,0,1053,旖,163,0,0,0,-43,0,0,163,0.5596232,0.5618496537208557,0.0022264719009399
qwen3_0.6b_1024d,en_def_translated_cn_def,1178,撓,堯,扌,ROOT-582F,138,絕,771,0,0,0,1053,絕,810,0,0,0,-39,0,0,810,0.43504423,0.4401685297489166,0.0051243007183074
qwen3_0.6b_1024d,en_def_translated_cn_def,1179,曉,堯,日,ROOT-582F,42,旦,205,0,0,0,1053,旦,350,0,0,0,-145,0,0,350,0.41366953,0.3898921906948089,-0.0237773358821868
qwen3_0.6b_1024d,en_def_translated_cn_def,1180,橈,堯,木,ROOT-582F,139,闌,253,0,0,0,1053,敖,534,0,0,0,-281,0,0,534,0.46872365,0.417069137096405,-0.0516545176506042
qwen3_0.6b_1024d,en_def_translated_cn_def,1181,澆,堯,氵,ROOT-582F,185,舀,30,0,0,0,1053,舀,32,0,0,0,-2,0,0,32,0.5406101,0.5432589054107666,0.0026488304138183
qwen3_0.6b_1024d,en_def_translated_cn_def,1182,燒,堯,火,ROOT-582F,34,建,334,0,0,0,1053,建,476,0,0,0,-142,0,0,476,0.52086836,0.5229947566986084,0.002126395702362
qwen3_0.6b_1024d,en_def_translated_cn_def,1183,繞,堯,糸,ROOT-582F,97,屬,424,0,0,0,1053,屬,499,0,0,0,-75,0,0,499,0.5430484,0.5208581686019897,-0.0221902132034301
qwen3_0.6b_1024d,en_def_translated_cn_def,1184,翹,堯,羽,ROOT-582F,13,畜,306,0,0,0,1053,畜,446,0,0,0,-140,0,0,446,0.4939297,0.459109216928482,-0.0348204970359802
qwen3_0.6b_1024d,en_def_translated_cn_def,1185,蟯,堯,虫,ROOT-582F,76,兔,320,0,0,0,1053,顥,625,0,0,0,-305,0,0,625,0.40911698,0.4683626890182495,0.0592457056045532
qwen3_0.6b_1024d,en_def_translated_cn_def,1186,遶,堯,辶,ROOT-582F,51,回,936,0,0,0,1053,回,910,0,0,0,26,0,0,910,0.28465453,0.2716505229473114,-0.0130040049552917
qwen3_0.6b_1024d,en_def_translated_cn_def,1187,鐃,堯,釒,ROOT-582F,85,咎,573,0,0,0,1053,咎,571,0,0,0,2,0,0,571,0.36688888,0.39099982380867,0.0241109430789947
qwen3_0.6b_1024d,en_def_translated_cn_def,1188,饒,堯,飠,ROOT-582F,21,休,692,0,0,0,1053,休,666,0,0,0,26,0,0,666,0.3934961,0.3459742665290832,-0.0475218296051025
qwen3_0.6b_1024d,en_def_translated_cn_def,1189,驍,堯,馬,ROOT-582F,34,勇,276,0,0,0,1053,勇,403,0,0,0,-127,0,0,403,0.55528694,0.514831006526947,-0.040455937385559
qwen3_0.6b_1024d,en_def_translated_cn_def,1536,冶,台,冫,ROOT-382F,5,條,1053,0,0,0,1053,表,1052,0,0,0,1,0,0,1052,0.15231867,0.1607798039913177,0.0084611326456069
qwen3_0.6b_1024d,en_def_translated_cn_def,1537,始,台,女,ROOT-382F,68,原,1017,0,0,0,1053,原,1010,0,0,0,7,0,0,1010,0.2586881,0.2540638744831085,-0.0046242177486419
qwen3_0.6b_1024d,en_def_translated_cn_def,1538,怠,台,心,ROOT-382F,43,忽,1049,0,0,0,1053,忽,1047,0,0,0,2,0,0,1047,0.17664535,0.2173465192317962,0.0407011657953262
qwen3_0.6b_1024d,en_def_translated_cn_def,1539,怡,台,忄,ROOT-382F,79,欣,1046,0,0,0,1053,欣,1049,0,0,0,-3,0,0,1049,0.19394296,0.2160146832466125,0.0220717191696167
qwen3_0.6b_1024d,en_def_translated_cn_def,1540,殆,台,歹,ROOT-382F,10,畏,1045,0,0,0,1053,畏,1030,0,0,0,15,0,0,1030,0.19588138,0.2354916781187057,0.0396102964878082
qwen3_0.6b_1024d,en_def_translated_cn_def,1541,治,台,氵,ROOT-382F,185,乂,1045,0,0,0,1053,乂,1034,0,0,0,11,0,0,1034,0.21616408,0.2388985455036163,0.0227344632148742
qwen3_0.6b_1024d,en_def_translated_cn_def,1542,笞,台,竹,ROOT-382F,60,刺,1053,0,0,0,1053,刺,1046,0,0,0,7,0,0,1046,0.14111054,0.1887305974960327,0.0476200580596923
qwen3_0.6b_1024d,en_def_translated_cn_def,1543,紿,台,糸,ROOT-382F,97,欺,1038,0,0,0,1053,欺,1013,0,0,0,25,0,0,1013,0.2392905,0.2827593088150024,0.0434688031673431
qwen3_0.6b_1024d,en_def_translated_cn_def,1544,胎,台,肉,ROOT-382F,69,胤,1044,0,0,0,1053,胤,1034,0,0,0,10,0,0,1034,0.23067376,0.2721034586429596,0.0414296984672546
qwen3_0.6b_1024d,en_def_translated_cn_def,1545,苔,台,艹,ROOT-382F,150,艾,1044,0,0,0,1053,艾,1043,0,0,0,1,0,0,1043,0.11233731,0.1867603212594986,0.0744230076670646
qwen3_0.6b_1024d,en_def_translated_cn_def,1546,貽,台,貝,ROOT-382F,28,致,1043,0,0,0,1053,戎,1027,0,0,0,16,0,0,1027,0.22816733,0.2906583249568939,0.0624909996986389
qwen3_0.6b_1024d,en_def_translated_cn_def,1547,邰,台,阝,ROOT-382F,47,滕,1010,0,0,0,1053,滕,986,0,0,0,24,0,0,986,0.17823641,0.2252346277236938,0.0469982177019119
qwen3_0.6b_1024d,en_def_translated_cn_def,1548,颱,台,風,ROOT-382F,3,氾,1049,0,0,0,1053,具,1045,0,0,0,4,0,0,1045,0.15242794,0.1759223937988281,0.0234944522380828
qwen3_0.6b_1024d,en_def_translated_cn_def,1549,飴,台,飠,ROOT-382F,21,禾,1053,0,0,0,1053,堇,1049,0,0,0,4,0,0,1049,0.17515993,0.2341302335262298,0.0589703023433685
qwen3_0.6b_1024d,en_def_translated_cn_def,1550,駘,台,馬,ROOT-382F,34,凡,1042,0,0,0,1053,凡,1027,0,0,0,15,0,0,1027,0.24561296,0.3029502928256988,0.0573373287916183
qwen3_0.6b_1024d,en_def_translated_cn_def,1579,啻,帝,口,ROOT-5E1D,113,與,519,0,0,0,1053,乎,511,0,0,0,8,0,0,511,0.3040818,0.2991402447223663,-0.0049415528774261
qwen3_0.6b_1024d,en_def_translated_cn_def,1580,啼,帝,口,ROOT-5E1D,113,翼,534,0,0,0,1053,翼,510,0,0,0,24,0,0,510,0.44861865,0.4577465653419494,0.009127914905548
qwen3_0.6b_1024d,en_def_translated_cn_def,1581,締,帝,糸,ROOT-5E1D,97,雜,540,0,0,0,1053,雜,536,0,0,0,4,0,0,536,0.48736426,0.4781902432441711,-0.0091740190982818
qwen3_0.6b_1024d,en_def_translated_cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,節,522,0,0,0,1053,節,426,0,0,0,96,0,0,426,0.433392,0.4848443269729614,0.0514523386955261
qwen3_0.6b_1024d,en_def_translated_cn_def,1583,諦,帝,言,ROOT-5E1D,95,因,416,0,0,0,1053,因,270,0,0,0,146,0,0,270,0.47853354,0.5114766359329224,0.0329430997371673
qwen3_0.6b_1024d,en_def_translated_cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,末,197,0,0,0,1053,末,120,0,0,0,77,0,0,120,0.484759,0.5016846060752869,0.0169256031513214
qwen3_0.6b_1024d,en_def_translated_cn_def,2028,欄,闌,木,ROOT-67EC,139,罔,58,0,0,0,1053,樊,88,0,0,0,-30,0,0,88,0.5547619,0.5491095185279846,-0.005652368068695
qwen3_0.6b_1024d,en_def_translated_cn_def,2029,瀾,闌,氵,ROOT-67EC,185,溥,19,0,0,0,1053,溥,21,0,0,0,-2,0,0,21,0.60450137,0.6048142910003662,0.0003129243850708
qwen3_0.6b_1024d,en_def_translated_cn_def,2030,爛,闌,火,ROOT-67EC,34,艮,156,0,0,0,1053,艮,135,0,0,0,21,0,0,135,0.50976026,0.5059199333190918,-0.0038403272628784
qwen3_0.6b_1024d,en_def_translated_cn_def,2031,蘭,闌,艹,ROOT-67EC,150,蘭,138,0,0,0,1053,蘭,47,0,0,0,91,0,0,47,0.4334948,0.5379660129547119,0.104471206665039
qwen3_0.6b_1024d,en_def_translated_cn_def,2305,倩,青,亻,ROOT-9752,126,亮,487,0,0,0,1053,亮,458,0,0,0,29,0,0,458,0.47505575,0.4783731698989868,0.0033174157142639
qwen3_0.6b_1024d,en_def_translated_cn_def,2306,情,青,忄,ROOT-9752,79,品,585,0,0,0,1053,品,421,0,0,0,164,0,0,421,0.38195288,0.3963194787502289,0.0143665969371795
qwen3_0.6b_1024d,en_def_translated_cn_def,2307,晴,青,日,ROOT-9752,42,亮,81,0,0,0,1053,亮,55,0,0,0,26,0,0,55,0.5745251,0.5956007838249207,0.0210756659507751
qwen3_0.6b_1024d,en_def_translated_cn_def,2308,猜,青,犭,ROOT-9752,27,意,779,0,0,0,1053,意,770,0,0,0,9,0,0,770,0.3996456,0.3883907794952392,-0.0112548172473907
qwen3_0.6b_1024d,en_def_translated_cn_def,2309,睛,青,目,ROOT-9752,31,面,653,0,0,0,1053,面,683,0,0,0,-30,0,0,683,0.44681028,0.4803579449653625,0.0335476696491241
qwen3_0.6b_1024d,en_def_translated_cn_def,2310,精,青,米,ROOT-9752,16,周,349,0,0,0,1053,吉,504,0,0,0,-155,0,0,504,0.5048747,0.4734400510787964,-0.0314346551895141
qwen3_0.6b_1024d,en_def_translated_cn_def,2311,菁,青,艹,ROOT-9752,150,卓,476,0,0,0,1053,卓,946,0,0,0,-470,0,0,946,0.44095534,0.282256007194519,-0.1586993336677551
