model,channel,edge_row,derived_character,anchor_character,relation_class,anchor_family,training_family_count,baseline_predicted_character,baseline_true_character_rank,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_character_count,offset_predicted_character,offset_true_character_rank,offset_top1_correct,offset_top5_correct,offset_top10_correct,rank_change,top1_rescued,top1_lost,true_rank_unrestricted,candidate_count_unrestricted,true_rank_layout_constrained,candidate_count_layout_constrained
qwen3_0.6b_1024d,cn_def,1472,馴,川,馬,ROOT-5DDD,34,澗,3100,0,0,0,6039,漕,3538,0,0,0,-438,0,0,3538,6039,2236.0,3732
qwen3_0.6b_1024d,cn_def,1473,洲,州,氵,ROOT-5DDE,185,洲,1,1,1,1,6039,洲,1,1,1,1,0,0,0,1,6039,1.0,3732
qwen3_0.6b_1024d,cn_def,1474,酬,州,酉,ROOT-5DDE,19,洲,5146,0,0,0,6039,洲,2957,0,0,0,2189,0,0,2957,6039,1849.0,3732
qwen3_0.6b_1024d,cn_def,1475,繅,巢,糸,ROOT-5DE2,97,窠,3441,0,0,0,6039,窠,1240,0,0,0,2201,0,0,1240,6039,739.0,3732
qwen3_0.6b_1024d,cn_def,1476,蜡,昔,虫,ROOT-6614,76,曩,5571,0,0,0,6039,曩,5801,0,0,0,-230,0,0,5801,6039,3593.0,3732
qwen3_0.6b_1024d,cn_def,1478,功,工,力,ROOT-5DE5,15,匠,587,0,0,0,6039,匠,530,0,0,0,57,0,0,530,6039,323.0,3732
qwen3_0.6b_1024d,cn_def,1479,扛,工,扌,ROOT-5DE5,138,匠,245,0,0,0,6039,匠,33,0,0,0,212,0,0,33,6039,22.0,3732
qwen3_0.6b_1024d,cn_def,1480,攻,工,攵,ROOT-5DE5,13,匠,1101,0,0,0,6039,匠,480,0,0,0,621,0,0,480,6039,286.0,3732
qwen3_0.6b_1024d,cn_def,1481,汞,工,水,ROOT-5DE5,3,匠,3877,0,0,0,6039,匠,1783,0,0,0,2094,0,0,1783,6039,451.0,1467
qwen3_0.6b_1024d,cn_def,1482,江,工,氵,ROOT-5DE5,185,匠,1941,0,0,0,6039,匠,446,0,0,0,1495,0,0,446,6039,292.0,3732
qwen3_0.6b_1024d,cn_def,1483,鴻,江,鳥,ROOT-5DE5,26,河,4352,0,0,0,6039,鴇,5,0,1,1,4347,0,0,5,6039,2.0,3731
qwen3_0.6b_1024d,cn_def,1484,空,工,穴,ROOT-5DE5,16,匠,3991,0,0,0,6039,匠,3080,0,0,0,911,0,0,3080,6039,738.0,1467
qwen3_0.6b_1024d,cn_def,1485,倥,空,亻,ROOT-5DE5,126,妄,623,0,0,0,6039,妄,479,0,0,0,144,0,0,479,6039,304.0,3732
qwen3_0.6b_1024d,cn_def,1486,控,空,扌,ROOT-5DE5,138,妄,1158,0,0,0,6039,妄,483,0,0,0,675,0,0,483,6039,303.0,3732
qwen3_0.6b_1024d,cn_def,1487,箜,空,竹,ROOT-5DE5,60,妄,4277,0,0,0,6039,禿,1089,0,0,0,3188,0,0,1089,6039,284.0,1466
qwen3_0.6b_1024d,cn_def,1488,腔,空,肉,ROOT-5DE5,69,妄,643,0,0,0,6039,沌,13,0,0,0,630,0,0,13,6039,8.0,3732
qwen3_0.6b_1024d,cn_def,1489,紅,工,糸,ROOT-5DE5,97,匠,15,0,0,0,6039,匠,4,0,1,1,11,0,0,4,6039,2.0,3732
qwen3_0.6b_1024d,cn_def,1491,肛,工,肉,ROOT-5DE5,69,匠,3612,0,0,0,6039,匠,699,0,0,0,2913,0,0,699,6039,431.0,3732
qwen3_0.6b_1024d,cn_def,1492,虹,工,虫,ROOT-5DE5,76,匠,4350,0,0,0,6039,匠,3471,0,0,0,879,0,0,3471,6039,2191.0,3732
qwen3_0.6b_1024d,cn_def,1493,訌,工,言,ROOT-5DE5,95,匠,1865,0,0,0,6039,匠,1357,0,0,0,508,0,0,1357,6039,870.0,3732
qwen3_0.6b_1024d,cn_def,1494,貢,工,貝,ROOT-5DE5,28,匠,1772,0,0,0,6039,匠,320,0,0,0,1452,0,0,320,6039,71.0,1467
qwen3_0.6b_1024d,cn_def,1495,槓,貢,木,ROOT-5DE5,139,請,2315,0,0,0,6039,笏,934,0,0,0,1381,0,0,934,6039,538.0,3732
qwen3_0.6b_1024d,cn_def,1496,項,工,頁,ROOT-5DE5,27,匠,4545,0,0,0,6039,匠,1905,0,0,0,2640,0,0,1905,6039,1164.0,3732
qwen3_0.6b_1024d,cn_def,1497,佐,左,亻,ROOT-5DE6,126,右,1278,0,0,0,6039,右,1229,0,0,0,49,0,0,1229,6039,723.0,3732
qwen3_0.6b_1024d,cn_def,1498,嗟,差,口,ROOT-5DEE,113,訛,3986,0,0,0,6039,訛,1197,0,0,0,2789,0,0,1197,6039,779.0,3732
qwen3_0.6b_1024d,cn_def,1499,磋,差,石,ROOT-5DEE,38,訛,1050,0,0,0,6039,訛,149,0,0,0,901,0,0,149,6039,98.0,3732
qwen3_0.6b_1024d,cn_def,1500,拒,巨,扌,ROOT-5DE8,138,祁,1545,0,0,0,6039,龐,1192,0,0,0,353,0,0,1192,6039,725.0,3732
qwen3_0.6b_1024d,cn_def,1501,炬,巨,火,ROOT-5DE8,34,祁,2143,0,0,0,6039,丕,505,0,0,0,1638,0,0,505,6039,302.0,3732
qwen3_0.6b_1024d,cn_def,1502,矩,巨,矢,ROOT-5DE8,3,祁,3527,0,0,0,6039,祁,2761,0,0,0,766,0,0,2761,6039,1704.0,3732
qwen3_0.6b_1024d,cn_def,1503,苣,巨,艹,ROOT-5DE8,150,祁,5701,0,0,0,6039,龐,1723,0,0,0,3978,0,0,1723,6039,505.0,1467
qwen3_0.6b_1024d,cn_def,1504,詎,巨,言,ROOT-5DE8,95,祁,5647,0,0,0,6039,祁,4677,0,0,0,970,0,0,4677,6039,2925.0,3732
qwen3_0.6b_1024d,cn_def,1505,距,巨,𧾷,ROOT-5DE8,47,祁,4543,0,0,0,6039,奕,2757,0,0,0,1786,0,0,2757,6039,1730.0,3732
qwen3_0.6b_1024d,cn_def,1506,鉅,巨,釒,ROOT-5DE8,85,祁,10,0,0,1,6039,訏,10,0,0,1,0,0,0,10,6039,6.0,3732
qwen3_0.6b_1024d,cn_def,1507,墮,隋,土,ROOT-968B,65,蜀,635,0,0,0,6039,蜀,582,0,0,0,53,0,0,582,6039,142.0,1467
qwen3_0.6b_1024d,cn_def,1508,橢,隋,木,ROOT-968B,139,蜀,1408,0,0,0,6039,蜀,556,0,0,0,852,0,0,556,6039,298.0,3731
qwen3_0.6b_1024d,cn_def,1509,髓,隨,骨,ROOT-96A8,5,扈,3174,0,0,0,6039,骼,21,0,0,0,3153,0,0,21,6039,15.0,3731
qwen3_0.6b_1024d,cn_def,1510,碾,展,石,ROOT-5C55,38,闡,2991,0,0,0,6039,闡,511,0,0,0,2480,0,0,511,6039,336.0,3732
qwen3_0.6b_1024d,cn_def,1511,輾,展,車,ROOT-5C55,24,闡,744,0,0,0,6039,闡,153,0,0,0,591,0,0,153,6039,101.0,3732
qwen3_0.6b_1024d,cn_def,1512,圮,己,土,ROOT-5DF1,65,我,1756,0,0,0,6039,我,1125,0,0,0,631,0,0,1125,6039,721.0,3732
qwen3_0.6b_1024d,cn_def,1513,妃,己,女,ROOT-5DF1,68,我,2927,0,0,0,6039,我,1504,0,0,0,1423,0,0,1504,6039,980.0,3732
qwen3_0.6b_1024d,cn_def,1514,忌,己,心,ROOT-5DF1,43,我,2850,0,0,0,6039,我,378,0,0,0,2472,0,0,378,6039,72.0,1467
qwen3_0.6b_1024d,cn_def,1515,跽,忌,𧾷,ROOT-5DF1,47,媢,5806,0,0,0,6039,媢,4157,0,0,0,1649,0,0,4157,6039,2638.0,3732
qwen3_0.6b_1024d,cn_def,1516,改,己,攵,ROOT-5DF1,13,我,1621,0,0,0,6039,我,1202,0,0,0,419,0,0,1202,6039,773.0,3732
qwen3_0.6b_1024d,cn_def,1517,杞,己,木,ROOT-5DF1,139,我,5840,0,0,0,6039,我,833,0,0,0,5007,0,0,833,6039,512.0,3732
qwen3_0.6b_1024d,cn_def,1518,紀,己,糸,ROOT-5DF1,97,我,3671,0,0,0,6039,我,3857,0,0,0,-186,0,0,3857,6039,2414.0,3732
qwen3_0.6b_1024d,cn_def,1519,記,己,言,ROOT-5DF1,95,我,555,0,0,0,6039,我,610,0,0,0,-55,0,0,610,6039,425.0,3732
qwen3_0.6b_1024d,cn_def,1520,配,己,酉,ROOT-5DF1,19,我,4684,0,0,0,6039,我,4160,0,0,0,524,0,0,4160,6039,2561.0,3732
qwen3_0.6b_1024d,cn_def,1521,圯,巳,土,ROOT-5DF3,65,寅,180,0,0,0,6039,寅,192,0,0,0,-12,0,0,192,6039,98.0,3732
qwen3_0.6b_1024d,cn_def,1522,祀,巳,礻,ROOT-5DF3,19,寅,470,0,0,0,6039,酉,81,0,0,0,389,0,0,81,6039,35.0,3732
qwen3_0.6b_1024d,cn_def,1523,起,巳,走,ROOT-5DF3,7,寅,1100,0,0,0,6039,寅,533,0,0,0,567,0,0,533,6039,44.0,177
qwen3_0.6b_1024d,cn_def,1524,似,以,亻,ROOT-4EE5,126,罄,102,0,0,0,6039,罄,111,0,0,0,-9,0,0,111,6039,62.0,3732
qwen3_0.6b_1024d,cn_def,1525,苡,以,艹,ROOT-4EE5,150,罄,2161,0,0,0,6039,罄,58,0,0,0,2103,0,0,58,6039,24.0,1467
qwen3_0.6b_1024d,cn_def,1526,吮,允,口,ROOT-382F,113,諾,3935,0,0,0,6039,諾,1590,0,0,0,2345,0,0,1590,6039,1026.0,3732
qwen3_0.6b_1024d,cn_def,1527,帨,兌,巾,ROOT-3563,21,替,4317,0,0,0,6039,替,671,0,0,0,3646,0,0,671,6039,420.0,3732
qwen3_0.6b_1024d,cn_def,1528,悅,兌,忄,ROOT-3563,79,替,2909,0,0,0,6039,替,1182,0,0,0,1727,0,0,1182,6039,742.0,3732
qwen3_0.6b_1024d,cn_def,1529,稅,兌,禾,ROOT-3563,24,替,1295,0,0,0,6039,替,441,0,0,0,854,0,0,441,6039,275.0,3732
qwen3_0.6b_1024d,cn_def,1530,脫,兌,肉,ROOT-3563,69,替,505,0,0,0,6039,替,900,0,0,0,-395,0,0,900,6039,590.0,3732
qwen3_0.6b_1024d,cn_def,1531,蛻,兌,虫,ROOT-3563,76,替,62,0,0,0,6039,替,169,0,0,0,-107,0,0,169,6039,119.0,3732
qwen3_0.6b_1024d,cn_def,1532,說,兌,言,ROOT-3563,95,替,678,0,0,0,6039,替,145,0,0,0,533,0,0,145,6039,92.0,3732
qwen3_0.6b_1024d,cn_def,1533,銳,兌,釒,ROOT-3563,85,替,2567,0,0,0,6039,替,1989,0,0,0,578,0,0,1989,6039,1322.0,3732
qwen3_0.6b_1024d,cn_def,1534,閱,兌,門,ROOT-3563,19,替,2977,0,0,0,6039,替,3599,0,0,0,-622,0,0,3599,6039,55.0,72
qwen3_0.6b_1024d,cn_def,1535,滾,袞,氵,ROOT-3563,185,俎,990,0,0,0,6039,俎,158,0,0,0,832,0,0,158,6039,99.0,3732
qwen3_0.6b_1024d,cn_def,1536,冶,台,冫,ROOT-382F,5,茲,4831,0,0,0,6039,茲,1324,0,0,0,3507,0,0,1324,6039,822.0,3732
qwen3_0.6b_1024d,cn_def,1537,始,台,女,ROOT-382F,68,茲,425,0,0,0,6039,余,1764,0,0,0,-1339,0,0,1764,6039,1096.0,3732
qwen3_0.6b_1024d,cn_def,1538,怠,台,心,ROOT-382F,43,茲,1746,0,0,0,6039,余,335,0,0,0,1411,0,0,335,6039,87.0,1466
qwen3_0.6b_1024d,cn_def,1539,怡,台,忄,ROOT-382F,79,茲,1443,0,0,0,6039,余,278,0,0,0,1165,0,0,278,6039,167.0,3732
qwen3_0.6b_1024d,cn_def,1540,殆,台,歹,ROOT-382F,10,茲,3729,0,0,0,6039,茲,1772,0,0,0,1957,0,0,1772,6039,1078.0,3732
qwen3_0.6b_1024d,cn_def,1541,治,台,氵,ROOT-382F,185,茲,1188,0,0,0,6039,茲,2021,0,0,0,-833,0,0,2021,6039,1276.0,3732
qwen3_0.6b_1024d,cn_def,1542,笞,台,竹,ROOT-382F,60,茲,5033,0,0,0,6039,茲,1015,0,0,0,4018,0,0,1015,6039,266.0,1466
qwen3_0.6b_1024d,cn_def,1543,紿,台,糸,ROOT-382F,97,茲,1847,0,0,0,6039,茲,2572,0,0,0,-725,0,0,2572,6039,1597.0,3732
qwen3_0.6b_1024d,cn_def,1544,胎,台,肉,ROOT-382F,69,茲,944,0,0,0,6039,茲,46,0,0,0,898,0,0,46,6039,24.0,3732
qwen3_0.6b_1024d,cn_def,1545,苔,台,艹,ROOT-382F,150,茲,5081,0,0,0,6039,茲,91,0,0,0,4990,0,0,91,6039,50.0,1466
qwen3_0.6b_1024d,cn_def,1546,貽,台,貝,ROOT-382F,28,茲,1274,0,0,0,6039,茲,24,0,0,0,1250,0,0,24,6039,15.0,3732
qwen3_0.6b_1024d,cn_def,1547,邰,台,阝,ROOT-382F,47,茲,5755,0,0,0,6039,茲,3151,0,0,0,2604,0,0,3151,6039,1929.0,3732
qwen3_0.6b_1024d,cn_def,1548,颱,台,風,ROOT-382F,3,茲,5914,0,0,0,6039,焉,1445,0,0,0,4469,0,0,1445,6039,46.0,177
qwen3_0.6b_1024d,cn_def,1549,飴,台,飠,ROOT-382F,21,茲,1786,0,0,0,6039,茲,108,0,0,0,1678,0,0,108,6039,63.0,3732
qwen3_0.6b_1024d,cn_def,1550,駘,台,馬,ROOT-382F,34,茲,968,0,0,0,6039,余,344,0,0,0,624,0,0,344,6039,211.0,3732
qwen3_0.6b_1024d,cn_def,1551,把,巴,扌,ROOT-5DF4,138,願,629,0,0,0,6039,遲,67,0,0,0,562,0,0,67,6039,39.0,3732
qwen3_0.6b_1024d,cn_def,1552,杷,巴,木,ROOT-5DF4,139,願,5975,0,0,0,6039,願,3163,0,0,0,2812,0,0,3163,6039,1899.0,3732
qwen3_0.6b_1024d,cn_def,1555,笆,巴,竹,ROOT-5DF4,60,願,3991,0,0,0,6039,願,53,0,0,0,3938,0,0,53,6039,19.0,1467
qwen3_0.6b_1024d,cn_def,1556,耙,巴,耒,ROOT-5DF4,5,願,5508,0,0,0,6039,遲,3647,0,0,0,1861,0,0,3647,6039,2211.0,3732
qwen3_0.6b_1024d,cn_def,1557,肥,巴,肉,ROOT-5DF4,69,願,3859,0,0,0,6039,願,1409,0,0,0,2450,0,0,1409,6039,863.0,3732
qwen3_0.6b_1024d,cn_def,1558,芭,巴,艹,ROOT-5DF4,150,願,4386,0,0,0,6039,願,2043,0,0,0,2343,0,0,2043,6039,590.0,1467
qwen3_0.6b_1024d,cn_def,1559,靶,巴,革,ROOT-5DF4,12,願,1829,0,0,0,6039,願,822,0,0,0,1007,0,0,822,6039,504.0,3732
qwen3_0.6b_1024d,cn_def,1560,旆,巿,㫃,ROOT-5DFF,6,裙,58,0,0,0,6039,佩,3,0,1,1,55,0,0,3,6039,,232
qwen3_0.6b_1024d,cn_def,1561,肺,巿,肉,ROOT-5DFF,69,裙,3921,0,0,0,6039,裙,683,0,0,0,3238,0,0,683,6039,447.0,3732
qwen3_0.6b_1024d,cn_def,1562,婦,帚,女,ROOT-5E1A,68,彗,5813,0,0,0,6039,彗,3341,0,0,0,2472,0,0,3341,6039,2133.0,3732
qwen3_0.6b_1024d,cn_def,1563,掃,帚,扌,ROOT-5E1A,138,彗,136,0,0,0,6039,彗,146,0,0,0,-10,0,0,146,6039,104.0,3732
qwen3_0.6b_1024d,cn_def,1564,幣,敝,巾,ROOT-3840,21,摧,2561,0,0,0,6039,褸,2049,0,0,0,512,0,0,2049,6039,473.0,1467
qwen3_0.6b_1024d,cn_def,1566,彆,敝,弓,ROOT-3840,8,摧,5191,0,0,0,6039,迸,4451,0,0,0,740,0,0,4451,6039,1019.0,1467
qwen3_0.6b_1024d,cn_def,1567,斃,敝,攵,ROOT-3840,13,摧,2323,0,0,0,6039,裂,1459,0,0,0,864,0,0,1459,6039,,3731
qwen3_0.6b_1024d,cn_def,1568,瞥,敝,目,ROOT-3840,31,摧,4303,0,0,0,6039,裂,336,0,0,0,3967,0,0,336,6039,57.0,1467
qwen3_0.6b_1024d,cn_def,1569,蔽,敝,艹,ROOT-3840,150,摧,323,0,0,0,6039,褸,1575,0,0,0,-1252,0,0,1575,6039,472.0,1467
qwen3_0.6b_1024d,cn_def,1571,掠,京,扌,ROOT-4EAC,138,畿,869,0,0,0,6039,畿,109,0,0,0,760,0,0,109,6039,58.0,3732
qwen3_0.6b_1024d,cn_def,1572,景,京,日,ROOT-4EAC,42,畿,1246,0,0,0,6039,邑,91,0,0,0,1155,0,0,91,6039,25.0,1467
qwen3_0.6b_1024d,cn_def,1573,影,景,彡,ROOT-4EAC,5,日,446,0,0,0,6039,日,181,0,0,0,265,0,0,181,6039,114.0,3732
qwen3_0.6b_1024d,cn_def,1574,憬,景,忄,ROOT-4EAC,79,日,246,0,0,0,6039,日,128,0,0,0,118,0,0,128,6039,76.0,3732
qwen3_0.6b_1024d,cn_def,1575,涼,京,氵,ROOT-4EAC,185,畿,5407,0,0,0,6039,畿,5199,0,0,0,208,0,0,5199,6039,3211.0,3732
qwen3_0.6b_1024d,cn_def,1576,諒,京,言,ROOT-4EAC,95,畿,3378,0,0,0,6039,畿,1968,0,0,0,1410,0,0,1968,6039,1190.0,3732
qwen3_0.6b_1024d,cn_def,1577,鯨,京,魚,ROOT-4EAC,19,畿,2821,0,0,0,6039,鮪,46,0,0,0,2775,0,0,46,6039,33.0,3732
qwen3_0.6b_1024d,cn_def,1578,黥,京,黑,ROOT-4EAC,9,畿,2719,0,0,0,6039,畿,2816,0,0,0,-97,0,0,2816,6039,1709.0,3732
qwen3_0.6b_1024d,cn_def,1579,啻,帝,口,ROOT-5E1D,113,皇,3949,0,0,0,6039,皇,4383,0,0,0,-434,0,0,4383,6039,1026.0,1466
qwen3_0.6b_1024d,cn_def,1580,啼,帝,口,ROOT-5E1D,113,皇,3835,0,0,0,6039,皇,1232,0,0,0,2603,0,0,1232,6039,736.0,3732
qwen3_0.6b_1024d,cn_def,1581,締,帝,糸,ROOT-5E1D,97,皇,1203,0,0,0,6039,皇,1222,0,0,0,-19,0,0,1222,6039,740.0,3732
qwen3_0.6b_1024d,cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,皇,2705,0,0,0,6039,皇,661,0,0,0,2044,0,0,661,6039,268.0,1466
qwen3_0.6b_1024d,cn_def,1583,諦,帝,言,ROOT-5E1D,95,皇,469,0,0,0,6039,皇,197,0,0,0,272,0,0,197,6039,102.0,3732
qwen3_0.6b_1024d,cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,皇,3332,0,0,0,6039,皇,805,0,0,0,2527,0,0,805,6039,463.0,3732
qwen3_0.6b_1024d,cn_def,1585,滯,帶,氵,ROOT-5E36,185,梭,4611,0,0,0,6039,繩,3725,0,0,0,886,0,0,3725,6039,2355.0,3732
qwen3_0.6b_1024d,cn_def,1586,刊,干,刂,ROOT-5E72,19,牾,278,0,0,0,6039,訐,611,0,0,0,-333,0,0,611,6039,430.0,3732
qwen3_0.6b_1024d,cn_def,1587,奸,干,女,ROOT-5E72,68,牾,296,0,0,0,6039,凌,139,0,0,0,157,0,0,139,6039,90.0,3732
qwen3_0.6b_1024d,cn_def,1588,扞,干,扌,ROOT-5E72,138,牾,3524,0,0,0,6039,犯,2779,0,0,0,745,0,0,2779,6039,1825.0,3732
qwen3_0.6b_1024d,cn_def,1589,捍,旱,扌,ROOT-5E72,138,澇,1567,0,0,0,6039,澇,1396,0,0,0,171,0,0,1396,6039,907.0,3732
qwen3_0.6b_1024d,cn_def,1590,旰,干,日,ROOT-5E72,42,牾,4624,0,0,0,6039,牾,2468,0,0,0,2156,0,0,2468,6039,1566.0,3732
qwen3_0.6b_1024d,cn_def,1591,旱,干,日,ROOT-5E72,42,牾,3375,0,0,0,6039,牾,3347,0,0,0,28,0,0,3347,6039,740.0,1467
qwen3_0.6b_1024d,cn_def,1592,悍,旱,忄,ROOT-5E72,79,澇,5185,0,0,0,6039,澇,2424,0,0,0,2761,0,0,2424,6039,1524.0,3732
qwen3_0.6b_1024d,cn_def,1593,稈,旱,禾,ROOT-5E72,24,澇,1194,0,0,0,6039,澇,33,0,0,0,1161,0,0,33,6039,21.0,3732
qwen3_0.6b_1024d,cn_def,1594,杆,干,木,ROOT-5E72,139,牾,3223,0,0,0,6039,牾,574,0,0,0,2649,0,0,574,6039,385.0,3732
qwen3_0.6b_1024d,cn_def,1595,汗,干,氵,ROOT-5E72,185,牾,3596,0,0,0,6039,犯,4315,0,0,0,-719,0,0,4315,6039,2735.0,3732
qwen3_0.6b_1024d,cn_def,1596,玕,干,王,ROOT-5E72,44,牾,3438,0,0,0,6039,牾,2193,0,0,0,1245,0,0,2193,6039,1461.0,3732
qwen3_0.6b_1024d,cn_def,1597,竿,干,竹,ROOT-5E72,60,牾,3101,0,0,0,6039,訐,345,0,0,0,2756,0,0,345,6039,79.0,1467
qwen3_0.6b_1024d,cn_def,1599,肝,干,肉,ROOT-5E72,69,牾,4361,0,0,0,6039,訐,955,0,0,0,3406,0,0,955,6039,630.0,3732
qwen3_0.6b_1024d,cn_def,1600,訐,干,言,ROOT-5E72,95,牾,2,0,1,1,6039,訐,1,1,1,1,1,1,0,1,6039,1.0,3732
qwen3_0.6b_1024d,cn_def,1601,軒,干,車,ROOT-5E72,24,牾,3156,0,0,0,6039,犯,516,0,0,0,2640,0,0,516,6039,345.0,3732
qwen3_0.6b_1024d,cn_def,1603,呦,幼,口,ROOT-5E7A,113,娃,488,0,0,0,6039,娃,351,0,0,0,137,0,0,351,6039,225.0,3731
qwen3_0.6b_1024d,cn_def,1604,坳,幼,土,ROOT-5E7A,65,娃,527,0,0,0,6039,娃,108,0,0,0,419,0,0,108,6039,66.0,3731
qwen3_0.6b_1024d,cn_def,1605,拗,幼,扌,ROOT-5E7A,138,娃,3299,0,0,0,6039,娃,3163,0,0,0,136,0,0,3163,6039,1982.0,3731
qwen3_0.6b_1024d,cn_def,1606,窈,幼,穴,ROOT-5E7A,16,娃,1956,0,0,0,6039,娃,1149,0,0,0,807,0,0,1149,6039,264.0,1467
qwen3_0.6b_1024d,cn_def,1607,黝,幼,黑,ROOT-5E7A,9,娃,2425,0,0,0,6039,娃,915,0,0,0,1510,0,0,915,6039,572.0,3731
qwen3_0.6b_1024d,cn_def,1608,唐,庚,口,ROOT-5E9A,113,癸,2994,0,0,0,6039,壬,3928,0,0,0,-934,0,0,3928,6039,159.0,231
qwen3_0.6b_1024d,cn_def,1609,塘,唐,土,ROOT-5E9A,65,隋,1335,0,0,0,6039,隋,353,0,0,0,982,0,0,353,6039,232.0,3732
qwen3_0.6b_1024d,cn_def,1610,糖,唐,米,ROOT-5E9A,16,隋,5326,0,0,0,6039,隋,347,0,0,0,4979,0,0,347,6039,209.0,3732
qwen3_0.6b_1024d,cn_def,1611,慷,康,忄,ROOT-5EB7,79,寧,312,0,0,0,6039,慰,200,0,0,0,112,0,0,200,6039,126.0,3732
qwen3_0.6b_1024d,cn_def,1612,糠,康,米,ROOT-5EB7,16,寧,5064,0,0,0,6039,安,1432,0,0,0,3632,0,0,1432,6039,891.0,3732
qwen3_0.6b_1024d,cn_def,1613,蓆,席,艹,ROOT-5E2D,150,蓆,1,1,1,1,6039,蓆,1,1,1,1,0,0,0,1,6039,1.0,1467
qwen3_0.6b_1024d,cn_def,1615,渡,度,氵,ROOT-5EB6,185,夠,3837,0,0,0,6039,蘸,1654,0,0,0,2183,0,0,1654,6039,1051.0,3732
qwen3_0.6b_1024d,cn_def,1616,鍍,度,釒,ROOT-5EB6,85,夠,1136,0,0,0,6039,鏈,79,0,0,0,1057,0,0,79,6039,52.0,3732
qwen3_0.6b_1024d,cn_def,1617,摭,庶,扌,ROOT-5EB6,138,黎,2361,0,0,0,6039,黎,230,0,0,0,2131,0,0,230,6039,128.0,3732
qwen3_0.6b_1024d,cn_def,1618,蔗,庶,艹,ROOT-5EB6,150,黎,4276,0,0,0,6039,黎,167,0,0,0,4109,0,0,167,6039,93.0,1467
qwen3_0.6b_1024d,cn_def,1619,蹠,庶,𧾷,ROOT-5EB6,47,黎,1335,0,0,0,6039,黎,51,0,0,0,1284,0,0,51,6039,27.0,3732
qwen3_0.6b_1024d,cn_def,1620,鷓,庶,鳥,ROOT-5EB6,26,黎,5951,0,0,0,6039,黎,19,0,0,0,5932,0,0,19,6039,11.0,3732
qwen3_0.6b_1024d,cn_def,1621,健,建,亻,ROOT-5EFA,126,締,1281,0,0,0,6039,締,1441,0,0,0,-160,0,0,1441,6039,871.0,3732
qwen3_0.6b_1024d,cn_def,1622,犍,建,牜,ROOT-5EFA,9,締,5831,0,0,0,6039,締,3597,0,0,0,2234,0,0,3597,6039,2231.0,3732
qwen3_0.6b_1024d,cn_def,1623,腱,建,肉,ROOT-5EFA,69,締,4025,0,0,0,6039,屯,425,0,0,0,3600,0,0,425,6039,246.0,3732
qwen3_0.6b_1024d,cn_def,1624,鍵,建,釒,ROOT-5EFA,85,締,2592,0,0,0,6039,鋪,227,0,0,0,2365,0,0,227,6039,139.0,3732
qwen3_0.6b_1024d,cn_def,1625,樽,尊,木,ROOT-5C0A,139,鍋,3,0,1,1,6039,籐,4,0,1,1,-1,0,0,4,6039,3.0,3732
qwen3_0.6b_1024d,cn_def,1626,蹲,尊,𧾷,ROOT-5C0A,47,鍋,3869,0,0,0,6039,鍋,582,0,0,0,3287,0,0,582,6039,384.0,3732
qwen3_0.6b_1024d,cn_def,1627,遵,尊,辶,ROOT-5C0A,51,鍋,2373,0,0,0,6039,鍋,1411,0,0,0,962,0,0,1411,6039,54.0,177
qwen3_0.6b_1024d,cn_def,1628,鱒,尊,魚,ROOT-5C0A,19,鍋,5834,0,0,0,6039,樽,106,0,0,0,5728,0,0,106,6039,61.0,3732
qwen3_0.6b_1024d,cn_def,1629,誣,巫,言,ROOT-5DEB,95,禨,233,0,0,0,6039,詛,75,0,0,0,158,0,0,75,6039,53.0,3732
qwen3_0.6b_1024d,cn_def,1630,代,弋,亻,ROOT-5F0B,126,狩,5226,0,0,0,6039,狩,5324,0,0,0,-98,0,0,5324,6039,3323.0,3732
qwen3_0.6b_1024d,cn_def,1631,岱,代,山,ROOT-5F0B,37,士,5633,0,0,0,6039,岡,3070,0,0,0,2563,0,0,3070,6039,726.0,1467
qwen3_0.6b_1024d,cn_def,1632,玳,代,王,ROOT-5F0B,44,士,5395,0,0,0,6039,士,4707,0,0,0,688,0,0,4707,6039,2899.0,3731
qwen3_0.6b_1024d,cn_def,1633,袋,代,衣,ROOT-5F0B,10,士,2490,0,0,0,6039,裳,546,0,0,0,1944,0,0,546,6039,111.0,1467
qwen3_0.6b_1024d,cn_def,1634,貸,代,貝,ROOT-5F0B,28,士,425,0,0,0,6039,士,116,0,0,0,309,0,0,116,6039,28.0,1467
qwen3_0.6b_1024d,cn_def,1635,黛,代,黑,ROOT-5F0B,9,士,4118,0,0,0,6039,士,1298,0,0,0,2820,0,0,1298,6039,295.0,1467
qwen3_0.6b_1024d,cn_def,1637,拭,式,扌,ROOT-5F0B,138,則,2771,0,0,0,6039,則,883,0,0,0,1888,0,0,883,6039,579.0,3732
qwen3_0.6b_1024d,cn_def,1638,試,式,言,ROOT-5F0B,95,則,386,0,0,0,6039,則,137,0,0,0,249,0,0,137,6039,86.0,3732
qwen3_0.6b_1024d,cn_def,1639,軾,式,車,ROOT-5F0B,24,則,3191,0,0,0,6039,則,130,0,0,0,3061,0,0,130,6039,81.0,3732
qwen3_0.6b_1024d,cn_def,1640,忒,弋,心,ROOT-5F0B,43,狩,5867,0,0,0,6039,狩,5660,0,0,0,207,0,0,5660,6039,53.0,54
